id,date,season,year,month,hour,holiday,weekday,workingday,weather,atemp,casual,registered,count,kategori_atemp
3022,2011-05-10,summer,2011,5,7 pm,not holiday,tuesday,workday,clear & partly cloudy,0.6212,69,365,434,Panas
3023,2011-05-10,summer,2011,5,8 pm,not holiday,tuesday,workday,clear & partly cloudy,0.5152,50,241,291,Sedang
3024,2011-05-10,summer,2011,5,9 pm,not holiday,tuesday,workday,clear & partly cloudy,0.5152,30,173,203,Sedang
3025,2011-05-10,summer,2011,5,10 pm,not holiday,tuesday,workday,clear & partly cloudy,0.5,29,121,150,Sedang
3026,2011-05-10,summer,2011,5,11 pm,not holiday,tuesday,workday,mist & cloudy,0.5,9,72,81,Sedang
3027,2011-05-11,summer,2011,5,12 am,not holiday,wednesday,workday,mist & cloudy,0.5,8,30,38,Sedang
3028,2011-05-11,summer,2011,5,1 am,not holiday,wednesday,workday,mist & cloudy,0.4848,4,16,20,Sedang
3029,2011-05-11,summer,2011,5,2 am,not holiday,wednesday,workday,clear & partly cloudy,0.5,6,4,10,Sedang
3030,2011-05-11,summer,2011,5,3 am,not holiday,wednesday,workday,clear & partly cloudy,0.4848,0,3,3,Sedang
3031,2011-05-11,summer,2011,5,4 am,not holiday,wednesday,workday,mist & cloudy,0.4697,0,2,2,Sedang
3032,2011-05-11,summer,2011,5,5 am,not holiday,wednesday,workday,clear & partly cloudy,0.4545,0,20,20,Sedang
3033,2011-05-11,summer,2011,5,6 am,not holiday,wednesday,workday,clear & partly cloudy,0.4545,6,93,99,Sedang
3034,2011-05-11,summer,2011,5,7 am,not holiday,wednesday,workday,clear & partly cloudy,0.4697,25,293,318,Sedang
3035,2011-05-11,summer,2011,5,8 am,not holiday,wednesday,workday,clear & partly cloudy,0.4697,21,421,442,Sedang
3036,2011-05-11,summer,2011,5,9 am,not holiday,wednesday,workday,clear & partly cloudy,0.5,21,182,203,Sedang
3037,2011-05-11,summer,2011,5,10 am,not holiday,wednesday,workday,clear & partly cloudy,0.5152,30,124,154,Sedang
3038,2011-05-11,summer,2011,5,11 am,not holiday,wednesday,workday,clear & partly cloudy,0.5303,18,123,141,Sedang
3039,2011-05-11,summer,2011,5,12 pm,not holiday,wednesday,workday,clear & partly cloudy,0.6212,41,185,226,Panas
3040,2011-05-11,summer,2011,5,1 pm,not holiday,wednesday,workday,clear & partly cloudy,0.6212,36,157,193,Panas
3041,2011-05-11,summer,2011,5,2 pm,not holiday,wednesday,workday,clear & partly cloudy,0.6212,36,141,177,Panas
3042,2011-05-11,summer,2011,5,3 pm,not holiday,wednesday,workday,clear & partly cloudy,0.6212,48,131,179,Panas
3043,2011-05-11,summer,2011,5,4 pm,not holiday,wednesday,workday,clear & partly cloudy,0.6212,49,240,289,Panas
3044,2011-05-11,summer,2011,5,5 pm,not holiday,wednesday,workday,clear & partly cloudy,0.6212,17,242,259,Panas
3045,2011-05-11,summer,2011,5,6 pm,not holiday,wednesday,workday,clear & partly cloudy,0.6212,40,234,274,Panas
3046,2011-05-11,summer,2011,5,7 pm,not holiday,wednesday,workday,clear & partly cloudy,0.5303,60,341,401,Sedang
3047,2011-05-11,summer,2011,5,8 pm,not holiday,wednesday,workday,clear & partly cloudy,0.5152,28,245,273,Sedang
3048,2011-05-11,summer,2011,5,9 pm,not holiday,wednesday,workday,clear & partly cloudy,0.5152,32,202,234,Sedang
3049,2011-05-11,summer,2011,5,10 pm,not holiday,wednesday,workday,clear & partly cloudy,0.4848,12,134,146,Sedang
3050,2011-05-11,summer,2011,5,11 pm,not holiday,wednesday,workday,clear & partly cloudy,0.4545,12,69,81,Sedang
3051,2011-05-12,summer,2011,5,12 am,not holiday,thursday,workday,mist & cloudy,0.4545,5,39,44,Sedang
3052,2011-05-12,summer,2011,5,1 am,not holiday,thursday,workday,clear & partly cloudy,0.4545,1,16,17,Sedang
3053,2011-05-12,summer,2011,5,2 am,not holiday,thursday,workday,clear & partly cloudy,0.4394,1,14,15,Sedang
3054,2011-05-12,summer,2011,5,3 am,not holiday,thursday,workday,clear & partly cloudy,0.4394,0,5,5,Sedang
3055,2011-05-12,summer,2011,5,4 am,not holiday,thursday,workday,clear & partly cloudy,0.4242,1,5,6,Sedang
3056,2011-05-12,summer,2011,5,5 am,not holiday,thursday,workday,clear & partly cloudy,0.4242,2,27,29,Sedang
3057,2011-05-12,summer,2011,5,6 am,not holiday,thursday,workday,clear & partly cloudy,0.4394,9,103,112,Sedang
3058,2011-05-12,summer,2011,5,7 am,not holiday,thursday,workday,clear & partly cloudy,0.4545,14,283,297,Sedang
3059,2011-05-12,summer,2011,5,8 am,not holiday,thursday,workday,clear & partly cloudy,0.4697,27,394,421,Sedang
3060,2011-05-12,summer,2011,5,9 am,not holiday,thursday,workday,mist & cloudy,0.4848,21,191,212,Sedang
3061,2011-05-12,summer,2011,5,10 am,not holiday,thursday,workday,mist & cloudy,0.5152,28,119,147,Sedang
3062,2011-05-12,summer,2011,5,11 am,not holiday,thursday,workday,clear & partly cloudy,0.5455,43,136,179,Sedang
3063,2011-05-12,summer,2011,5,12 pm,not holiday,thursday,workday,clear & partly cloudy,0.5455,43,164,207,Sedang
3064,2011-05-12,summer,2011,5,1 pm,not holiday,thursday,workday,mist & cloudy,0.6212,48,170,218,Panas
3065,2011-05-12,summer,2011,5,2 pm,not holiday,thursday,workday,mist & cloudy,0.6061,43,148,191,Panas
3066,2011-05-12,summer,2011,5,3 pm,not holiday,thursday,workday,mist & cloudy,0.6212,54,163,217,Panas
3067,2011-05-12,summer,2011,5,4 pm,not holiday,thursday,workday,mist & cloudy,0.6212,50,238,288,Panas
3068,2011-05-12,summer,2011,5,5 pm,not holiday,thursday,workday,mist & cloudy,0.6212,54,540,594,Panas
3069,2011-05-12,summer,2011,5,6 pm,not holiday,thursday,workday,clear & partly cloudy,0.6061,64,463,527,Panas
3070,2011-05-12,summer,2011,5,7 pm,not holiday,thursday,workday,mist & cloudy,0.6061,59,305,364,Panas
3071,2011-05-12,summer,2011,5,8 pm,not holiday,thursday,workday,clear & partly cloudy,0.6061,56,220,276,Panas
3072,2011-05-12,summer,2011,5,9 pm,not holiday,thursday,workday,clear & partly cloudy,0.5303,31,192,223,Sedang
3073,2011-05-12,summer,2011,5,10 pm,not holiday,thursday,workday,clear & partly cloudy,0.5152,25,147,172,Sedang
3074,2011-05-12,summer,2011,5,11 pm,not holiday,thursday,workday,mist & cloudy,0.5152,16,87,103,Sedang
3075,2011-05-13,summer,2011,5,12 am,not holiday,friday,workday,mist & cloudy,0.5,6,46,52,Sedang
3076,2011-05-13,summer,2011,5,1 am,not holiday,friday,workday,clear & partly cloudy,0.5,5,15,20,Sedang
3077,2011-05-13,summer,2011,5,2 am,not holiday,friday,workday,mist & cloudy,0.4848,3,8,11,Sedang
3078,2011-05-13,summer,2011,5,3 am,not holiday,friday,workday,mist & cloudy,0.4848,2,2,4,Sedang
3079,2011-05-13,summer,2011,5,4 am,not holiday,friday,workday,light snow & light rain,0.4848,2,3,5,Sedang
3080,2011-05-13,summer,2011,5,5 am,not holiday,friday,workday,mist & cloudy,0.4848,1,24,25,Sedang
3081,2011-05-13,summer,2011,5,6 am,not holiday,friday,workday,light snow & light rain,0.4848,6,76,82,Sedang
3082,2011-05-13,summer,2011,5,7 am,not holiday,friday,workday,light snow & light rain,0.4848,16,141,157,Sedang
3083,2011-05-13,summer,2011,5,8 am,not holiday,friday,workday,mist & cloudy,0.4848,26,361,387,Sedang
3084,2011-05-13,summer,2011,5,9 am,not holiday,friday,workday,mist & cloudy,0.4848,18,215,233,Sedang
3085,2011-05-13,summer,2011,5,10 am,not holiday,friday,workday,mist & cloudy,0.5,31,99,130,Sedang
3086,2011-05-13,summer,2011,5,11 am,not holiday,friday,workday,mist & cloudy,0.5,56,90,146,Sedang
3087,2011-05-13,summer,2011,5,12 pm,not holiday,friday,workday,mist & cloudy,0.5,53,170,223,Sedang
3088,2011-05-13,summer,2011,5,1 pm,not holiday,friday,workday,mist & cloudy,0.5,69,157,226,Sedang
3089,2011-05-13,summer,2011,5,2 pm,not holiday,friday,workday,mist & cloudy,0.5,70,120,190,Sedang
3090,2011-05-13,summer,2011,5,3 pm,not holiday,friday,workday,mist & cloudy,0.5,56,142,198,Sedang
3091,2011-05-13,summer,2011,5,4 pm,not holiday,friday,workday,mist & cloudy,0.5,44,256,300,Sedang
3092,2011-05-13,summer,2011,5,5 pm,not holiday,friday,workday,light snow & light rain,0.5,62,429,491,Sedang
3093,2011-05-13,summer,2011,5,6 pm,not holiday,friday,workday,light snow & light rain,0.5,39,359,398,Sedang
3094,2011-05-13,summer,2011,5,7 pm,not holiday,friday,workday,mist & cloudy,0.5,25,245,270,Sedang
3095,2011-05-13,summer,2011,5,8 pm,not holiday,friday,workday,mist & cloudy,0.5,22,130,152,Sedang
3096,2011-05-13,summer,2011,5,9 pm,not holiday,friday,workday,mist & cloudy,0.5,24,130,154,Sedang
3097,2011-05-13,summer,2011,5,10 pm,not holiday,friday,workday,mist & cloudy,0.5,25,107,132,Sedang
3098,2011-05-13,summer,2011,5,11 pm,not holiday,friday,workday,light snow & light rain,0.4848,31,88,119,Sedang
3099,2011-05-14,summer,2011,5,12 am,not holiday,saturday,restday,mist & cloudy,0.4848,24,78,102,Sedang
3100,2011-05-14,summer,2011,5,1 am,not holiday,saturday,restday,mist & cloudy,0.4848,18,64,82,Sedang
3101,2011-05-14,summer,2011,5,2 am,not holiday,saturday,restday,mist & cloudy,0.4848,15,37,52,Sedang
3102,2011-05-14,summer,2011,5,3 am,not holiday,saturday,restday,mist & cloudy,0.4848,5,30,35,Sedang
3103,2011-05-14,summer,2011,5,4 am,not holiday,saturday,restday,mist & cloudy,0.4848,1,4,5,Sedang
3104,2011-05-14,summer,2011,5,5 am,not holiday,saturday,restday,mist & cloudy,0.4848,7,7,14,Sedang
3105,2011-05-14,summer,2011,5,6 am,not holiday,saturday,restday,mist & cloudy,0.4848,2,9,11,Sedang
3106,2011-05-14,summer,2011,5,7 am,not holiday,saturday,restday,light snow & light rain,0.4697,4,28,32,Sedang
3107,2011-05-14,summer,2011,5,8 am,not holiday,saturday,restday,light snow & light rain,0.4848,16,72,88,Sedang
3108,2011-05-14,summer,2011,5,9 am,not holiday,saturday,restday,mist & cloudy,0.5,14,86,100,Sedang
3109,2011-05-14,summer,2011,5,10 am,not holiday,saturday,restday,mist & cloudy,0.5,34,133,167,Sedang
3110,2011-05-14,summer,2011,5,11 am,not holiday,saturday,restday,mist & cloudy,0.5,72,207,279,Sedang
3111,2011-05-14,summer,2011,5,12 pm,not holiday,saturday,restday,light snow & light rain,0.5,75,204,279,Sedang
3112,2011-05-14,summer,2011,5,1 pm,not holiday,saturday,restday,light snow & light rain,0.5,68,180,248,Sedang
3113,2011-05-14,summer,2011,5,2 pm,not holiday,saturday,restday,mist & cloudy,0.5152,57,159,216,Sedang
3114,2011-05-14,summer,2011,5,3 pm,not holiday,saturday,restday,mist & cloudy,0.5152,73,221,294,Sedang
3115,2011-05-14,summer,2011,5,4 pm,not holiday,saturday,restday,mist & cloudy,0.5152,107,188,295,Sedang
3116,2011-05-14,summer,2011,5,5 pm,not holiday,saturday,restday,mist & cloudy,0.5303,78,194,272,Sedang
3117,2011-05-14,summer,2011,5,6 pm,not holiday,saturday,restday,mist & cloudy,0.5303,88,216,304,Sedang
3118,2011-05-14,summer,2011,5,7 pm,not holiday,saturday,restday,light snow & light rain,0.5152,69,179,248,Sedang
3119,2011-05-14,summer,2011,5,8 pm,not holiday,saturday,restday,light snow & light rain,0.5152,42,115,157,Sedang
3120,2011-05-14,summer,2011,5,9 pm,not holiday,saturday,restday,light snow & light rain,0.5152,15,44,59,Sedang
3121,2011-05-14,summer,2011,5,10 pm,not holiday,saturday,restday,light snow & light rain,0.5152,7,19,26,Sedang
3122,2011-05-14,summer,2011,5,11 pm,not holiday,saturday,restday,light snow & light rain,0.5,11,33,44,Sedang
3123,2011-05-15,summer,2011,5,12 am,not holiday,sunday,restday,mist & cloudy,0.5,5,34,39,Sedang
3124,2011-05-15,summer,2011,5,1 am,not holiday,sunday,restday,mist & cloudy,0.5,4,43,47,Sedang
3125,2011-05-15,summer,2011,5,2 am,not holiday,sunday,restday,mist & cloudy,0.5,13,37,50,Sedang
3126,2011-05-15,summer,2011,5,3 am,not holiday,sunday,restday,mist & cloudy,0.5,11,21,32,Sedang
3127,2011-05-15,summer,2011,5,4 am,not holiday,sunday,restday,mist & cloudy,0.5,5,8,13,Sedang
3128,2011-05-15,summer,2011,5,5 am,not holiday,sunday,restday,light snow & light rain,0.5,3,11,14,Sedang
3129,2011-05-15,summer,2011,5,6 am,not holiday,sunday,restday,mist & cloudy,0.5,3,14,17,Sedang
3130,2011-05-15,summer,2011,5,7 am,not holiday,sunday,restday,mist & cloudy,0.5,4,38,42,Sedang
3131,2011-05-15,summer,2011,5,8 am,not holiday,sunday,restday,mist & cloudy,0.5152,24,46,70,Sedang
3132,2011-05-15,summer,2011,5,9 am,not holiday,sunday,restday,clear & partly cloudy,0.5455,36,98,134,Sedang
3133,2011-05-15,summer,2011,5,10 am,not holiday,sunday,restday,clear & partly cloudy,0.5455,73,153,226,Sedang
3134,2011-05-15,summer,2011,5,11 am,not holiday,sunday,restday,clear & partly cloudy,0.5758,120,202,322,Sedang
3135,2011-05-15,summer,2011,5,12 pm,not holiday,sunday,restday,clear & partly cloudy,0.5909,120,247,367,Sedang
3136,2011-05-15,summer,2011,5,1 pm,not holiday,sunday,restday,clear & partly cloudy,0.5909,195,261,456,Sedang
3137,2011-05-15,summer,2011,5,2 pm,not holiday,sunday,restday,clear & partly cloudy,0.6061,183,254,437,Panas
3138,2011-05-15,summer,2011,5,3 pm,not holiday,sunday,restday,clear & partly cloudy,0.6212,206,253,459,Panas
3139,2011-05-15,summer,2011,5,4 pm,not holiday,sunday,restday,clear & partly cloudy,0.6061,158,282,440,Panas
3140,2011-05-15,summer,2011,5,5 pm,not holiday,sunday,restday,light snow & light rain,0.5303,137,255,392,Sedang
3141,2011-05-15,summer,2011,5,6 pm,not holiday,sunday,restday,clear & partly cloudy,0.5303,60,177,237,Sedang
3142,2011-05-15,summer,2011,5,7 pm,not holiday,sunday,restday,clear & partly cloudy,0.5303,78,153,231,Sedang
3143,2011-05-15,summer,2011,5,8 pm,not holiday,sunday,restday,clear & partly cloudy,0.5152,53,138,191,Sedang
3144,2011-05-15,summer,2011,5,9 pm,not holiday,sunday,restday,clear & partly cloudy,0.5152,44,107,151,Sedang
3145,2011-05-15,summer,2011,5,10 pm,not holiday,sunday,restday,clear & partly cloudy,0.5303,29,88,117,Sedang
3146,2011-05-15,summer,2011,5,11 pm,not holiday,sunday,restday,clear & partly cloudy,0.5152,18,51,69,Sedang
3147,2011-05-16,summer,2011,5,12 am,not holiday,monday,workday,clear & partly cloudy,0.5,17,21,38,Sedang
3148,2011-05-16,summer,2011,5,1 am,not holiday,monday,workday,clear & partly cloudy,0.5,6,8,14,Sedang
3149,2011-05-16,summer,2011,5,2 am,not holiday,monday,workday,clear & partly cloudy,0.4848,4,9,13,Sedang
3150,2011-05-16,summer,2011,5,3 am,not holiday,monday,workday,clear & partly cloudy,0.4848,1,3,4,Sedang
3151,2011-05-16,summer,2011,5,4 am,not holiday,monday,workday,clear & partly cloudy,0.4848,1,5,6,Sedang
3152,2011-05-16,summer,2011,5,5 am,not holiday,monday,workday,clear & partly cloudy,0.4848,1,20,21,Sedang
3153,2011-05-16,summer,2011,5,6 am,not holiday,monday,workday,clear & partly cloudy,0.5,11,93,104,Sedang
3154,2011-05-16,summer,2011,5,7 am,not holiday,monday,workday,clear & partly cloudy,0.5,27,245,272,Sedang
3155,2011-05-16,summer,2011,5,8 am,not holiday,monday,workday,clear & partly cloudy,0.5303,28,366,394,Sedang
3156,2011-05-16,summer,2011,5,9 am,not holiday,monday,workday,clear & partly cloudy,0.5909,38,156,194,Sedang
3157,2011-05-16,summer,2011,5,10 am,not holiday,monday,workday,clear & partly cloudy,0.6061,37,75,112,Panas
3158,2011-05-16,summer,2011,5,11 am,not holiday,monday,workday,clear & partly cloudy,0.6212,56,129,185,Panas
3159,2011-05-16,summer,2011,5,12 pm,not holiday,monday,workday,clear & partly cloudy,0.6212,72,137,209,Panas
3160,2011-05-16,summer,2011,5,1 pm,not holiday,monday,workday,clear & partly cloudy,0.6364,61,153,214,Panas
3161,2011-05-16,summer,2011,5,2 pm,not holiday,monday,workday,clear & partly cloudy,0.6364,76,117,193,Panas
3162,2011-05-16,summer,2011,5,3 pm,not holiday,monday,workday,clear & partly cloudy,0.6667,55,110,165,Panas
3163,2011-05-16,summer,2011,5,4 pm,not holiday,monday,workday,light snow & light rain,0.5758,45,181,226,Sedang
3164,2011-05-16,summer,2011,5,5 pm,not holiday,monday,workday,clear & partly cloudy,0.5455,47,227,274,Sedang
3165,2011-05-16,summer,2011,5,6 pm,not holiday,monday,workday,light snow & light rain,0.5455,55,398,453,Sedang
3166,2011-05-16,summer,2011,5,7 pm,not holiday,monday,workday,clear & partly cloudy,0.5455,36,272,308,Sedang
3167,2011-05-16,summer,2011,5,8 pm,not holiday,monday,workday,clear & partly cloudy,0.5455,31,167,198,Sedang
3168,2011-05-16,summer,2011,5,9 pm,not holiday,monday,workday,clear & partly cloudy,0.5455,28,149,177,Sedang
3169,2011-05-16,summer,2011,5,10 pm,not holiday,monday,workday,clear & partly cloudy,0.5303,22,105,127,Sedang
3170,2011-05-16,summer,2011,5,11 pm,not holiday,monday,workday,clear & partly cloudy,0.5303,18,39,57,Sedang
3171,2011-05-17,summer,2011,5,12 am,not holiday,tuesday,workday,mist & cloudy,0.5303,13,18,31,Sedang
3172,2011-05-17,summer,2011,5,1 am,not holiday,tuesday,workday,light snow & light rain,0.5303,7,6,13,Sedang
3173,2011-05-17,summer,2011,5,2 am,not holiday,tuesday,workday,light snow & light rain,0.5303,4,4,8,Sedang
3174,2011-05-17,summer,2011,5,3 am,not holiday,tuesday,workday,light snow & light rain,0.5152,1,3,4,Sedang
3175,2011-05-17,summer,2011,5,4 am,not holiday,tuesday,workday,light snow & light rain,0.5152,2,2,4,Sedang
3176,2011-05-17,summer,2011,5,5 am,not holiday,tuesday,workday,light snow & light rain,0.5,0,22,22,Sedang
3177,2011-05-17,summer,2011,5,6 am,not holiday,tuesday,workday,light snow & light rain,0.5,0,49,49,Sedang
3178,2011-05-17,summer,2011,5,7 am,not holiday,tuesday,workday,mist & cloudy,0.5,13,138,151,Sedang
3179,2011-05-17,summer,2011,5,8 am,not holiday,tuesday,workday,mist & cloudy,0.5,22,325,347,Sedang
3180,2011-05-17,summer,2011,5,9 am,not holiday,tuesday,workday,mist & cloudy,0.5152,17,190,207,Sedang
3181,2011-05-17,summer,2011,5,10 am,not holiday,tuesday,workday,light snow & light rain,0.5152,31,73,104,Sedang
3182,2011-05-17,summer,2011,5,11 am,not holiday,tuesday,workday,mist & cloudy,0.5303,26,104,130,Sedang
3183,2011-05-17,summer,2011,5,12 pm,not holiday,tuesday,workday,light snow & light rain,0.5303,38,115,153,Sedang
3184,2011-05-17,summer,2011,5,1 pm,not holiday,tuesday,workday,mist & cloudy,0.5303,31,141,172,Sedang
3185,2011-05-17,summer,2011,5,2 pm,not holiday,tuesday,workday,clear & partly cloudy,0.5909,61,123,184,Sedang
3186,2011-05-17,summer,2011,5,3 pm,not holiday,tuesday,workday,clear & partly cloudy,0.6061,79,131,210,Panas
3187,2011-05-17,summer,2011,5,4 pm,not holiday,tuesday,workday,clear & partly cloudy,0.6061,73,217,290,Panas
3188,2011-05-17,summer,2011,5,5 pm,not holiday,tuesday,workday,clear & partly cloudy,0.6061,83,521,604,Panas
3189,2011-05-17,summer,2011,5,6 pm,not holiday,tuesday,workday,clear & partly cloudy,0.5909,54,426,480,Sedang
3190,2011-05-17,summer,2011,5,7 pm,not holiday,tuesday,workday,clear & partly cloudy,0.5909,51,298,349,Sedang
3191,2011-05-17,summer,2011,5,8 pm,not holiday,tuesday,workday,clear & partly cloudy,0.5455,30,253,283,Sedang
3192,2011-05-17,summer,2011,5,9 pm,not holiday,tuesday,workday,clear & partly cloudy,0.5152,23,151,174,Sedang
3193,2011-05-17,summer,2011,5,10 pm,not holiday,tuesday,workday,mist & cloudy,0.5152,12,86,98,Sedang
3194,2011-05-17,summer,2011,5,11 pm,not holiday,tuesday,workday,mist & cloudy,0.5152,7,49,56,Sedang
3195,2011-05-18,summer,2011,5,12 am,not holiday,wednesday,workday,mist & cloudy,0.5152,8,15,23,Sedang
3196,2011-05-18,summer,2011,5,1 am,not holiday,wednesday,workday,mist & cloudy,0.5152,3,9,12,Sedang
3197,2011-05-18,summer,2011,5,2 am,not holiday,wednesday,workday,light snow & light rain,0.5,1,5,6,Sedang
3198,2011-05-18,summer,2011,5,3 am,not holiday,wednesday,workday,light snow & light rain,0.5,6,3,9,Sedang
3199,2011-05-18,summer,2011,5,4 am,not holiday,wednesday,workday,light snow & light rain,0.5,1,2,3,Sedang
3200,2011-05-18,summer,2011,5,5 am,not holiday,wednesday,workday,clear & partly cloudy,0.5,0,9,9,Sedang
3201,2011-05-18,summer,2011,5,6 am,not holiday,wednesday,workday,clear & partly cloudy,0.5,2,99,101,Sedang
3202,2011-05-18,summer,2011,5,7 am,not holiday,wednesday,workday,clear & partly cloudy,0.5152,14,260,274,Sedang
3203,2011-05-18,summer,2011,5,8 am,not holiday,wednesday,workday,clear & partly cloudy,0.5303,25,428,453,Sedang
3204,2011-05-18,summer,2011,5,9 am,not holiday,wednesday,workday,light snow & light rain,0.5303,26,176,202,Sedang
3205,2011-05-18,summer,2011,5,10 am,not holiday,wednesday,workday,light snow & light rain,0.5152,33,73,106,Sedang
3206,2011-05-18,summer,2011,5,11 am,not holiday,wednesday,workday,mist & cloudy,0.5152,6,17,23,Sedang
3207,2011-05-18,summer,2011,5,12 pm,not holiday,wednesday,workday,clear & partly cloudy,0.5303,12,42,54,Sedang
3208,2011-05-18,summer,2011,5,1 pm,not holiday,wednesday,workday,mist & cloudy,0.5303,30,92,122,Sedang
3209,2011-05-18,summer,2011,5,2 pm,not holiday,wednesday,workday,mist & cloudy,0.5455,44,94,138,Sedang
3210,2011-05-18,summer,2011,5,3 pm,not holiday,wednesday,workday,clear & partly cloudy,0.5758,34,133,167,Sedang
3211,2011-05-18,summer,2011,5,4 pm,not holiday,wednesday,workday,clear & partly cloudy,0.5909,53,241,294,Sedang
3212,2011-05-18,summer,2011,5,5 pm,not holiday,wednesday,workday,clear & partly cloudy,0.5909,78,487,565,Sedang
3213,2011-05-18,summer,2011,5,6 pm,not holiday,wednesday,workday,clear & partly cloudy,0.5909,58,431,489,Sedang
3214,2011-05-18,summer,2011,5,7 pm,not holiday,wednesday,workday,light snow & light rain,0.5303,43,288,331,Sedang
3215,2011-05-18,summer,2011,5,8 pm,not holiday,wednesday,workday,light snow & light rain,0.5303,24,189,213,Sedang
3216,2011-05-18,summer,2011,5,9 pm,not holiday,wednesday,workday,clear & partly cloudy,0.5,11,74,85,Sedang
3217,2011-05-18,summer,2011,5,10 pm,not holiday,wednesday,workday,clear & partly cloudy,0.5,14,103,117,Sedang
3218,2011-05-18,summer,2011,5,11 pm,not holiday,wednesday,workday,clear & partly cloudy,0.5,10,49,59,Sedang
3219,2011-05-19,summer,2011,5,12 am,not holiday,thursday,workday,clear & partly cloudy,0.5,6,23,29,Sedang
3220,2011-05-19,summer,2011,5,1 am,not holiday,thursday,workday,clear & partly cloudy,0.4848,2,4,6,Sedang
3221,2011-05-19,summer,2011,5,2 am,not holiday,thursday,workday,clear & partly cloudy,0.4848,3,12,15,Sedang
3222,2011-05-19,summer,2011,5,3 am,not holiday,thursday,workday,clear & partly cloudy,0.4697,1,3,4,Sedang
3223,2011-05-19,summer,2011,5,4 am,not holiday,thursday,workday,clear & partly cloudy,0.4697,2,3,5,Sedang
3224,2011-05-19,summer,2011,5,5 am,not holiday,thursday,workday,clear & partly cloudy,0.4697,2,24,26,Sedang
3225,2011-05-19,summer,2011,5,6 am,not holiday,thursday,workday,mist & cloudy,0.4848,17,86,103,Sedang
3226,2011-05-19,summer,2011,5,7 am,not holiday,thursday,workday,mist & cloudy,0.4848,18,239,257,Sedang
3227,2011-05-19,summer,2011,5,8 am,not holiday,thursday,workday,mist & cloudy,0.5,34,453,487,Sedang
3228,2011-05-19,summer,2011,5,9 am,not holiday,thursday,workday,mist & cloudy,0.5152,40,176,216,Sedang
3229,2011-05-19,summer,2011,5,10 am,not holiday,thursday,workday,mist & cloudy,0.5152,35,95,130,Sedang
3230,2011-05-19,summer,2011,5,11 am,not holiday,thursday,workday,light snow & light rain,0.5152,53,111,164,Sedang
3231,2011-05-19,summer,2011,5,12 pm,not holiday,thursday,workday,mist & cloudy,0.5455,38,130,168,Sedang
3232,2011-05-19,summer,2011,5,1 pm,not holiday,thursday,workday,light snow & light rain,0.5455,44,139,183,Sedang
3233,2011-05-19,summer,2011,5,2 pm,not holiday,thursday,workday,light snow & light rain,0.5152,43,137,180,Sedang
3234,2011-05-19,summer,2011,5,3 pm,not holiday,thursday,workday,clear & partly cloudy,0.5303,63,125,188,Sedang
3235,2011-05-19,summer,2011,5,4 pm,not holiday,thursday,workday,clear & partly cloudy,0.5455,55,247,302,Sedang
3236,2011-05-19,summer,2011,5,5 pm,not holiday,thursday,workday,clear & partly cloudy,0.5303,60,487,547,Sedang
3237,2011-05-19,summer,2011,5,6 pm,not holiday,thursday,workday,clear & partly cloudy,0.6212,59,454,513,Panas
3238,2011-05-19,summer,2011,5,7 pm,not holiday,thursday,workday,clear & partly cloudy,0.5455,65,345,410,Sedang
3239,2011-05-19,summer,2011,5,8 pm,not holiday,thursday,workday,clear & partly cloudy,0.5152,46,236,282,Sedang
3240,2011-05-19,summer,2011,5,9 pm,not holiday,thursday,workday,clear & partly cloudy,0.5152,29,180,209,Sedang
3241,2011-05-19,summer,2011,5,10 pm,not holiday,thursday,workday,light snow & light rain,0.4848,11,68,79,Sedang
3242,2011-05-19,summer,2011,5,11 pm,not holiday,thursday,workday,clear & partly cloudy,0.4697,9,63,72,Sedang
3243,2011-05-20,summer,2011,5,12 am,not holiday,friday,workday,clear & partly cloudy,0.4545,15,33,48,Sedang
3244,2011-05-20,summer,2011,5,1 am,not holiday,friday,workday,clear & partly cloudy,0.4545,8,17,25,Sedang
3245,2011-05-20,summer,2011,5,2 am,not holiday,friday,workday,clear & partly cloudy,0.4394,4,4,8,Sedang
3246,2011-05-20,summer,2011,5,3 am,not holiday,friday,workday,clear & partly cloudy,0.4394,1,4,5,Sedang
3247,2011-05-20,summer,2011,5,4 am,not holiday,friday,workday,clear & partly cloudy,0.4394,1,4,5,Sedang
3248,2011-05-20,summer,2011,5,5 am,not holiday,friday,workday,clear & partly cloudy,0.4394,0,28,28,Sedang
3249,2011-05-20,summer,2011,5,6 am,not holiday,friday,workday,clear & partly cloudy,0.4545,15,102,117,Sedang
3250,2011-05-20,summer,2011,5,7 am,not holiday,friday,workday,clear & partly cloudy,0.4848,30,289,319,Sedang
3251,2011-05-20,summer,2011,5,8 am,not holiday,friday,workday,clear & partly cloudy,0.5152,41,476,517,Sedang
3252,2011-05-20,summer,2011,5,9 am,not holiday,friday,workday,clear & partly cloudy,0.5152,35,199,234,Sedang
3253,2011-05-20,summer,2011,5,10 am,not holiday,friday,workday,clear & partly cloudy,0.5303,44,104,148,Sedang
3254,2011-05-20,summer,2011,5,11 am,not holiday,friday,workday,mist & cloudy,0.5455,63,133,196,Sedang
3255,2011-05-20,summer,2011,5,12 pm,not holiday,friday,workday,mist & cloudy,0.6212,69,186,255,Panas
3256,2011-05-20,summer,2011,5,1 pm,not holiday,friday,workday,light snow & light rain,0.6212,60,172,232,Panas
